datetime,temp_c,humidity,wind_speed,energy_mw
2004-12-24 21:00:00,2.97,75.8,5.82,35455.0
2004-12-24 22:00:00,2.53,81.7,4.1,35042.0
2004-12-24 23:00:00,1.91,65.5,8.91,34116.0
2004-12-25 00:00:00,-1.91,74.2,1.24,32562.0
2004-12-25 01:00:00,-1.36,59.6,10.18,30889.0
2004-12-25 02:00:00,0.03,65.1,2.94,29661.0
2004-12-25 03:00:00,-2.0,83.6,8.75,28982.0
2004-12-25 04:00:00,-4.47,83.3,3.09,28699.0
2004-12-25 05:00:00,0.34,58.6,4.47,28828.0
2004-12-25 06:00:00,2.33,65.1,3.09,29405.0
2004-12-25 07:00:00,3.74,66.4,3.94,30540.0
2004-12-25 08:00:00,3.36,67.0,9.92,31818.0
2004-12-25 09:00:00,5.11,63.1,0.71,32709.0
2004-12-25 10:00:00,6.57,61.6,7.73,32949.0
2004-12-25 11:00:00,5.26,71.5,4.53,32765.0
2004-12-25 12:00:00,0.6,70.8,2.84,32381.0
2004-12-25 13:00:00,9.43,50.0,1.75,31596.0
2004-12-25 14:00:00,4.7,74.7,5.68,30819.0
2004-12-25 15:00:00,4.24,67.1,5.33,30168.0
2004-12-25 16:00:00,4.17,75.8,9.2,29929.0
2004-12-25 17:00:00,12.74,64.2,1.05,31190.0
2004-12-25 18:00:00,6.99,77.2,0.4,34174.0
2004-12-25 19:00:00,2.46,59.1,4.04,34699.0
2004-12-25 20:00:00,2.39,68.6,2.7,35026.0
2004-12-25 21:00:00,3.06,75.0,4.74,35211.0
2004-12-25 22:00:00,3.39,70.2,5.69,35110.0
2004-12-25 23:00:00,1.76,65.8,4.01,34117.0
2004-12-26 00:00:00,-2.06,70.3,2.67,32278.0
2004-12-26 01:00:00,0.42,61.2,5.44,30615.0
2004-12-26 02:00:00,-2.3,84.6,12.38,29594.0
2004-12-26 03:00:00,1.71,66.2,8.34,29151.0
2004-12-26 04:00:00,-0.63,75.6,8.21,29000.0
2004-12-26 05:00:00,-2.27,77.3,4.76,29096.0
2004-12-26 06:00:00,1.98,78.4,0.83,29586.0
2004-12-26 07:00:00,2.05,85.3,8.98,30578.0
2004-12-26 08:00:00,0.87,66.2,5.1,31722.0
2004-12-26 09:00:00,4.91,79.5,2.2,33027.0
2004-12-26 10:00:00,5.7,76.5,1.77,34181.0
2004-12-26 11:00:00,8.09,53.4,9.81,34663.0
2004-12-26 12:00:00,7.69,61.0,9.8,34734.0
2004-12-26 13:00:00,6.02,77.4,5.62,34472.0
2004-12-26 14:00:00,2.73,68.2,18.76,33998.0
2004-12-26 15:00:00,7.56,64.9,6.61,33637.0
2004-12-26 16:00:00,7.81,77.7,9.74,33746.0
2004-12-26 17:00:00,6.68,69.3,3.09,35349.0
2004-12-26 18:00:00,-1.61,86.2,6.19,37955.0
2004-12-26 19:00:00,6.79,75.0,0.9,38244.0
2004-12-26 20:00:00,1.84,80.1,8.41,38147.0
2004-12-26 21:00:00,4.8,73.1,4.6,37509.0
2004-12-26 22:00:00,6.3,74.6,16.25,36376.0
2004-12-26 23:00:00,0.46,71.6,7.58,34468.0
2004-12-27 00:00:00,1.38,81.8,10.59,32115.0
2004-12-27 01:00:00,-0.27,66.6,9.56,30452.0
2004-12-27 02:00:00,0.57,69.6,8.03,29546.0
2004-12-27 03:00:00,-0.63,66.9,5.71,29248.0
2004-12-27 04:00:00,-2.04,80.0,8.03,29459.0
2004-12-27 05:00:00,-2.61,70.2,7.1,30249.0
2004-12-27 06:00:00,4.26,65.0,12.05,32125.0
2004-12-27 07:00:00,2.21,59.4,7.24,34930.0
2004-12-27 08:00:00,4.16,69.9,4.03,36907.0
2004-12-27 09:00:00,4.11,76.3,1.84,38149.0
2004-12-27 10:00:00,6.59,51.1,7.76,38961.0
2004-12-27 11:00:00,2.88,72.7,4.66,39154.0
2004-12-27 12:00:00,6.15,60.1,3.83,38834.0
2004-12-27 13:00:00,7.84,63.0,5.74,38224.0
2004-12-27 14:00:00,10.21,67.1,6.19,37674.0
2004-12-27 15:00:00,13.8,68.2,1.71,37121.0
2004-12-27 16:00:00,8.0,68.2,7.92,37178.0
2004-12-27 17:00:00,4.93,69.2,7.93,39041.0
2004-12-27 18:00:00,2.95,67.1,7.82,43113.0
2004-12-27 19:00:00,2.85,76.8,9.44,43601.0
2004-12-27 20:00:00,2.22,80.6,4.5,43126.0
2004-12-27 21:00:00,-4.14,83.6,2.48,42366.0
2004-12-27 22:00:00,0.39,74.0,5.12,40898.0
2004-12-27 23:00:00,2.91,64.3,2.1,38344.0
2004-12-28 00:00:00,0.51,73.9,11.44,35765.0
2004-12-28 01:00:00,-0.97,80.9,4.18,33781.0
2004-12-28 02:00:00,-4.77,75.4,5.73,32732.0
2004-12-28 03:00:00,1.77,66.8,4.61,32427.0
2004-12-28 04:00:00,0.56,80.5,2.14,32474.0
2004-12-28 05:00:00,-0.35,67.5,4.47,33073.0
2004-12-28 06:00:00,-5.19,96.1,3.0,34862.0
2004-12-28 07:00:00,-0.08,69.0,11.08,37755.0
2004-12-28 08:00:00,3.19,69.8,5.19,39493.0
2004-12-28 09:00:00,3.07,69.4,2.26,40070.0
2004-12-28 10:00:00,4.66,52.6,2.68,40030.0
2004-12-28 11:00:00,6.86,70.7,5.98,39737.0
2004-12-28 12:00:00,6.36,67.4,7.22,39129.0
2004-12-28 13:00:00,8.23,57.8,1.62,38171.0
2004-12-28 14:00:00,4.9,66.9,7.51,37738.0
2004-12-28 15:00:00,4.09,71.0,3.74,37318.0
2004-12-28 16:00:00,8.2,60.2,5.56,37462.0
2004-12-28 17:00:00,8.32,70.7,9.13,39260.0
2004-12-28 18:00:00,7.27,67.4,3.95,42355.0
2004-12-28 19:00:00,5.47,78.9,3.95,42360.0
2004-12-28 20:00:00,3.37,73.4,10.52,41771.0
2004-12-28 21:00:00,3.67,67.6,8.92,40600.0
2004-12-28 22:00:00,3.06,53.3,1.09,38912.0
2004-12-28 23:00:00,2.24,68.6,7.48,36092.0
2004-12-29 00:00:00,6.87,64.6,6.57,33260.0
2004-12-29 01:00:00,-2.59,92.0,17.45,30958.0
2004-12-29 02:00:00,7.38,58.0,1.07,29686.0
2004-12-29 03:00:00,-3.96,83.7,2.12,28940.0
2004-12-29 04:00:00,0.28,74.7,4.6,28744.0
2004-12-29 05:00:00,-3.27,67.5,0.61,29090.0
2004-12-29 06:00:00,1.12,72.9,6.96,30696.0
2004-12-29 07:00:00,3.63,70.6,1.98,33102.0
2004-12-29 08:00:00,2.23,71.8,0.82,35006.0
2004-12-29 09:00:00,5.61,75.8,9.05,36089.0
2004-12-29 10:00:00,3.16,74.0,9.09,36767.0
2004-12-29 11:00:00,0.05,79.8,0.57,36849.0
2004-12-29 12:00:00,7.57,83.7,10.97,36310.0
2004-12-29 13:00:00,6.72,76.3,4.14,35531.0
2004-12-29 14:00:00,5.84,53.5,4.66,34943.0
2004-12-29 15:00:00,6.15,60.3,5.07,34445.0
2004-12-29 16:00:00,8.06,71.1,2.44,34309.0
2004-12-29 17:00:00,4.61,73.5,1.51,35938.0
2004-12-29 18:00:00,6.95,65.9,3.84,38551.0
2004-12-29 19:00:00,8.15,60.9,3.22,38311.0
2004-12-29 20:00:00,9.36,73.4,3.2,37681.0
2004-12-29 21:00:00,6.69,76.7,3.44,36752.0
2004-12-29 22:00:00,2.55,70.1,1.6,35181.0
2004-12-29 23:00:00,1.82,79.6,8.96,32622.0
2004-12-30 00:00:00,-0.61,100.0,2.41,29811.0
2004-12-30 01:00:00,-1.41,67.3,8.84,27675.0
2004-12-30 02:00:00,1.53,68.3,9.37,26564.0
2004-12-30 03:00:00,-1.55,58.9,5.98,26102.0
2004-12-30 04:00:00,0.27,55.4,3.77,26062.0
2004-12-30 05:00:00,-2.65,76.8,6.71,26726.0
2004-12-30 06:00:00,3.81,82.5,5.38,28400.0
2004-12-30 07:00:00,0.41,73.6,6.72,30994.0
2004-12-30 08:00:00,4.9,79.1,11.39,33020.0
2004-12-30 09:00:00,1.46,97.7,4.52,34141.0
2004-12-30 10:00:00,2.36,71.1,3.91,34747.0
2004-12-30 11:00:00,8.54,57.4,9.64,34699.0
2004-12-30 12:00:00,4.48,80.1,7.72,34463.0
2004-12-30 13:00:00,2.76,76.0,3.66,34011.0
2004-12-30 14:00:00,4.48,82.1,2.11,33467.0
2004-12-30 15:00:00,9.36,64.0,8.94,33025.0
2004-12-30 16:00:00,8.98,67.3,3.88,32948.0
2004-12-30 17:00:00,4.77,53.0,16.65,34540.0
2004-12-30 18:00:00,4.47,62.9,1.56,37428.0
2004-12-30 19:00:00,6.9,69.9,2.69,37352.0
2004-12-30 20:00:00,7.54,65.5,9.58,36664.0
2004-12-30 21:00:00,3.04,67.0,13.71,35768.0
2004-12-30 22:00:00,3.57,61.4,3.83,34233.0
2004-12-30 23:00:00,3.4,63.7,16.32,31983.0
2004-12-31 00:00:00,5.81,58.2,12.2,29407.0
2004-12-31 01:00:00,-3.1,78.3,14.01,27160.0
2004-12-31 02:00:00,-2.28,70.7,8.5,25791.0
2004-12-31 03:00:00,-2.01,73.4,8.23,25052.0
2004-12-31 04:00:00,1.46,65.4,2.12,24797.0
2004-12-31 05:00:00,-0.84,73.7,16.69,25026.0
2004-12-31 06:00:00,1.21,81.2,7.82,25977.0
2004-12-31 07:00:00,1.56,71.9,1.84,27392.0
2004-12-31 08:00:00,2.23,60.6,3.23,28786.0
2004-12-31 09:00:00,3.53,63.6,7.01,29994.0
2004-12-31 10:00:00,6.87,77.6,3.17,31238.0
2004-12-31 11:00:00,2.83,66.5,4.85,31606.0
2004-12-31 12:00:00,5.71,71.4,1.34,31225.0
2004-12-31 13:00:00,3.68,65.5,1.4,30448.0
2004-12-31 14:00:00,7.69,47.2,2.63,29665.0
2004-12-31 15:00:00,6.77,59.7,12.58,28936.0
2004-12-31 16:00:00,9.79,56.1,1.73,28918.0
2004-12-31 17:00:00,6.71,86.7,2.16,30679.0
2004-12-31 18:00:00,4.98,62.9,4.07,34276.0
2004-12-31 19:00:00,4.64,82.3,7.42,34187.0
2004-12-31 20:00:00,8.6,74.9,3.92,33004.0
2004-12-31 21:00:00,-0.67,73.9,5.63,31570.0
2004-12-31 22:00:00,0.65,69.5,5.63,30187.0
2004-12-31 23:00:00,1.35,73.6,0.99,28804.0
2005-01-01 00:00:00,-1.15,59.8,12.0,27384.0
2005-01-01 01:00:00,1.03,75.6,1.7,25978.0
2005-01-01 02:00:00,-0.74,78.8,1.32,24641.0
2005-01-01 03:00:00,-0.09,90.3,7.15,23619.0
2005-01-01 04:00:00,-0.3,77.8,4.37,23015.0
2005-01-01 05:00:00,-0.45,65.7,14.12,22924.0
2005-01-01 06:00:00,-2.79,71.5,7.42,23199.0
2005-01-01 07:00:00,1.71,74.1,2.65,23824.0
2005-01-01 08:00:00,-2.18,67.5,14.39,24098.0
2005-01-01 09:00:00,1.59,62.0,1.45,24814.0
2005-01-01 10:00:00,5.53,54.9,24.09,25794.0
2005-01-01 11:00:00,8.24,72.7,6.44,26679.0
2005-01-01 12:00:00,11.97,60.3,1.23,27123.0
2005-01-01 13:00:00,5.66,62.6,10.24,26997.0
2005-01-01 14:00:00,4.97,63.8,2.73,26480.0
2005-01-01 15:00:00,8.57,80.5,10.75,26008.0
2005-01-01 16:00:00,11.81,64.1,0.35,25862.0
2005-01-01 17:00:00,10.56,65.3,5.46,26988.0
2005-01-01 18:00:00,3.51,90.2,3.78,30345.0
2005-01-01 19:00:00,4.92,66.7,4.66,30845.0
2005-01-01 20:00:00,6.43,76.0,3.62,30536.0
2005-01-01 21:00:00,5.57,73.1,0.78,30175.0
2005-01-01 22:00:00,3.71,67.2,9.82,29478.0
2005-01-01 23:00:00,0.15,72.2,5.11,28174.0
2005-01-02 00:00:00,1.94,73.2,14.26,26368.0
2005-01-02 01:00:00,2.17,59.8,4.06,24724.0
2005-01-02 02:00:00,-2.88,76.4,4.67,23718.0
2005-01-02 03:00:00,2.64,80.0,3.2,23294.0
2005-01-02 04:00:00,1.93,66.2,9.67,23214.0
2005-01-02 05:00:00,-2.01,75.5,12.3,23450.0
2005-01-02 06:00:00,2.8,75.1,6.82,24110.0
2005-01-02 07:00:00,3.35,70.1,4.42,25192.0
2005-01-02 08:00:00,4.41,59.4,4.51,26239.0
2005-01-02 09:00:00,7.25,57.1,7.07,27597.0
2005-01-02 10:00:00,4.32,79.3,5.56,28968.0
2005-01-02 11:00:00,6.14,73.4,7.55,29750.0
2005-01-02 12:00:00,-0.46,77.3,2.38,30209.0
2005-01-02 13:00:00,9.57,70.5,12.57,30454.0
2005-01-02 14:00:00,9.73,59.4,5.96,30347.0
2005-01-02 15:00:00,10.7,75.8,2.59,30246.0
2005-01-02 16:00:00,4.84,53.6,7.84,30357.0
2005-01-02 17:00:00,9.18,68.9,10.03,31930.0
2005-01-02 18:00:00,8.69,58.2,8.97,34390.0
2005-01-02 19:00:00,3.69,73.3,1.06,34561.0
2005-01-02 20:00:00,6.99,55.2,3.75,34109.0
2005-01-02 21:00:00,4.47,78.9,5.26,33385.0
2005-01-02 22:00:00,-1.97,69.1,7.46,31872.0
2005-01-02 23:00:00,2.77,67.4,10.27,29573.0
2005-01-03 00:00:00,-1.38,78.2,7.35,27240.0
2005-01-03 01:00:00,-4.29,93.2,7.58,25440.0
2005-01-03 02:00:00,0.41,65.4,6.33,24463.0
2005-01-03 03:00:00,-0.8,63.0,3.02,24016.0
2005-01-03 04:00:00,3.01,65.6,2.25,24026.0
2005-01-03 05:00:00,0.35,84.6,9.02,24640.0
2005-01-03 06:00:00,2.48,65.3,3.31,26738.0
2005-01-03 07:00:00,2.63,61.9,2.43,30555.0
2005-01-03 08:00:00,4.88,48.3,5.85,32805.0
2005-01-03 09:00:00,1.15,67.5,6.21,32925.0
2005-01-03 10:00:00,4.89,64.0,6.37,32994.0
2005-01-03 11:00:00,5.01,71.9,4.8,33055.0
2005-01-03 12:00:00,7.82,65.7,8.87,32759.0
2005-01-03 13:00:00,7.47,59.8,2.02,32314.0
2005-01-03 14:00:00,5.69,57.2,7.81,32041.0
2005-01-03 15:00:00,6.52,67.5,5.41,32023.0
2005-01-03 16:00:00,11.35,59.5,2.36,32169.0
2005-01-03 17:00:00,2.59,72.9,5.14,33781.0
2005-01-03 18:00:00,7.96,61.7,3.26,36163.0
2005-01-03 19:00:00,8.47,65.5,5.42,36157.0
2005-01-03 20:00:00,5.84,67.7,0.83,35473.0
2005-01-03 21:00:00,8.29,59.0,14.15,34517.0
2005-01-03 22:00:00,4.67,67.4,3.77,32547.0
2005-01-03 23:00:00,2.32,77.2,1.38,29710.0
2005-01-04 00:00:00,-0.58,73.0,13.43,26953.0
2005-01-04 01:00:00,0.96,72.2,8.08,24886.0
2005-01-04 02:00:00,1.25,81.5,3.23,23799.0
2005-01-04 03:00:00,-0.58,58.9,4.78,23268.0
2005-01-04 04:00:00,-2.31,82.3,2.88,23092.0
2005-01-04 05:00:00,-3.06,88.6,5.15,23660.0
2005-01-04 06:00:00,1.05,76.2,3.25,25629.0
2005-01-04 07:00:00,-2.29,64.3,1.83,29591.0
2005-01-04 08:00:00,1.2,85.4,13.77,32277.0
2005-01-04 09:00:00,-2.67,70.0,2.5,32512.0
2005-01-04 10:00:00,6.53,71.8,4.34,32760.0
2005-01-04 11:00:00,8.3,58.5,0.26,32986.0
2005-01-04 12:00:00,6.44,68.1,7.11,32871.0
2005-01-04 13:00:00,11.46,69.3,9.06,32587.0
2005-01-04 14:00:00,10.65,58.3,1.83,32579.0
2005-01-04 15:00:00,8.61,61.8,2.54,32364.0
2005-01-04 16:00:00,6.99,64.7,3.83,32369.0
2005-01-04 17:00:00,6.0,68.0,2.4,33652.0
2005-01-04 18:00:00,7.65,57.4,3.0,36469.0
2005-01-04 19:00:00,5.06,62.8,4.64,36585.0
2005-01-04 20:00:00,5.82,48.1,3.6,35994.0
2005-01-04 21:00:00,4.97,65.6,1.15,35121.0
2005-01-04 22:00:00,1.8,72.4,14.29,33282.0
2005-01-04 23:00:00,4.15,59.4,7.4,30504.0
2005-01-05 00:00:00,0.07,73.8,3.63,27679.0
2005-01-05 01:00:00,0.06,86.6,4.37,25702.0
2005-01-05 02:00:00,-2.84,65.7,10.76,24669.0
2005-01-05 03:00:00,-1.21,57.0,3.73,24179.0
2005-01-05 04:00:00,5.0,62.8,8.07,24124.0
2005-01-05 05:00:00,-2.25,75.5,6.42,24760.0
2005-01-05 06:00:00,1.74,64.4,3.04,26917.0
2005-01-05 07:00:00,0.33,71.5,7.75,30888.0
2005-01-05 08:00:00,-3.1,61.9,4.7,33710.0
2005-01-05 09:00:00,4.87,70.7,2.85,34146.0
2005-01-05 10:00:00,3.11,62.4,16.1,34561.0
2005-01-05 11:00:00,6.27,65.7,3.17,35050.0
2005-01-05 12:00:00,8.77,58.5,10.18,35252.0
2005-01-05 13:00:00,7.52,56.2,1.79,35271.0
2005-01-05 14:00:00,8.15,70.1,17.25,35271.0
2005-01-05 15:00:00,5.3,68.9,1.69,35175.0
2005-01-05 16:00:00,9.1,49.2,7.09,35543.0
2005-01-05 17:00:00,6.46,54.2,6.67,37045.0
2005-01-05 18:00:00,1.3,63.2,5.39,39283.0
2005-01-05 19:00:00,7.54,78.9,1.07,39156.0
2005-01-05 20:00:00,7.34,72.3,7.04,38528.0
2005-01-05 21:00:00,7.17,68.3,0.79,37387.0
2005-01-05 22:00:00,7.86,68.0,6.92,35619.0
2005-01-05 23:00:00,3.4,66.0,6.85,32713.0
2005-01-06 00:00:00,1.98,78.6,3.13,30032.0
2005-01-06 01:00:00,2.79,74.1,3.37,27983.0
2005-01-06 02:00:00,-2.55,68.0,3.8,27042.0
2005-01-06 03:00:00,-4.65,75.3,7.61,26565.0
2005-01-06 04:00:00,-1.53,61.7,0.96,26449.0
2005-01-06 05:00:00,3.26,65.2,4.46,27037.0
2005-01-06 06:00:00,-0.95,58.2,7.2,29149.0
2005-01-06 07:00:00,2.69,61.8,6.66,32923.0
2005-01-06 08:00:00,3.93,52.8,15.44,35440.0
2005-01-06 09:00:00,4.14,66.6,0.95,35841.0
2005-01-06 10:00:00,1.37,73.3,5.97,36127.0
2005-01-06 11:00:00,6.39,55.6,15.64,36244.0
2005-01-06 12:00:00,5.3,63.1,2.94,36262.0
2005-01-06 13:00:00,11.25,61.3,0.73,35878.0
2005-01-06 14:00:00,10.23,71.2,1.99,35709.0
2005-01-06 15:00:00,6.56,55.2,4.81,35462.0
2005-01-06 16:00:00,11.81,72.9,2.91,35623.0
2005-01-06 17:00:00,7.85,80.1,1.0,36709.0
2005-01-06 18:00:00,2.18,69.3,3.85,38572.0
2005-01-06 19:00:00,5.33,76.2,7.74,38279.0
2005-01-06 20:00:00,8.65,62.8,5.32,37547.0
2005-01-06 21:00:00,1.48,74.2,12.57,36552.0
2005-01-06 22:00:00,2.32,75.4,4.42,34720.0
2005-01-06 23:00:00,-1.87,90.7,3.33,32111.0
2005-01-07 00:00:00,-2.24,82.1,8.14,29332.0
2005-01-07 01:00:00,-1.96,69.5,10.0,27546.0
2005-01-07 02:00:00,-3.34,89.9,4.77,26627.0
2005-01-07 03:00:00,-1.96,79.1,4.43,26117.0
2005-01-07 04:00:00,4.07,67.6,4.42,26161.0
2005-01-07 05:00:00,0.04,72.1,7.39,26798.0
2005-01-07 06:00:00,2.73,72.8,10.82,28975.0
2005-01-07 07:00:00,4.32,64.9,5.24,32957.0
2005-01-07 08:00:00,-0.22,74.0,6.05,35339.0
2005-01-07 09:00:00,1.51,67.3,12.79,35414.0
2005-01-07 10:00:00,6.54,71.9,7.59,35390.0
2005-01-07 11:00:00,4.0,63.0,1.36,35247.0
2005-01-07 12:00:00,8.17,70.0,5.02,34698.0
2005-01-07 13:00:00,11.25,80.5,4.08,34076.0
2005-01-07 14:00:00,3.82,80.6,2.17,33727.0
2005-01-07 15:00:00,6.7,64.5,2.75,33462.0
2005-01-07 16:00:00,6.96,67.2,3.77,33643.0
2005-01-07 17:00:00,5.74,47.6,7.15,35030.0
2005-01-07 18:00:00,4.9,69.7,7.57,37527.0
2005-01-07 19:00:00,4.36,69.2,1.86,37374.0
2005-01-07 20:00:00,4.59,72.8,9.61,36543.0
2005-01-07 21:00:00,4.0,73.4,3.11,35652.0
2005-01-07 22:00:00,4.94,58.5,7.91,34218.0
2005-01-07 23:00:00,1.53,75.1,4.52,32045.0
2005-01-08 00:00:00,3.62,67.9,2.85,29589.0
2005-01-08 01:00:00,-1.29,62.9,7.29,27650.0
2005-01-08 02:00:00,-3.21,75.4,12.82,26537.0
2005-01-08 03:00:00,-1.11,77.1,4.23,26114.0
2005-01-08 04:00:00,0.95,77.8,3.63,25751.0
2005-01-08 05:00:00,2.34,72.8,3.16,25952.0
2005-01-08 06:00:00,4.48,70.6,13.96,26583.0
2005-01-08 07:00:00,2.38,78.9,2.19,27881.0
2005-01-08 08:00:00,4.5,52.2,7.74,29397.0
2005-01-08 09:00:00,7.08,60.0,5.72,31297.0
2005-01-08 10:00:00,2.74,51.4,1.21,33034.0
2005-01-08 11:00:00,5.13,65.7,1.27,34082.0
2005-01-08 12:00:00,13.41,55.6,6.3,34305.0
2005-01-08 13:00:00,9.26,53.5,5.79,33614.0
2005-01-08 14:00:00,8.8,61.3,4.13,32764.0
2005-01-08 15:00:00,9.89,77.3,1.59,31941.0
2005-01-08 16:00:00,4.18,76.3,3.18,31601.0
2005-01-08 17:00:00,5.5,76.0,4.15,32517.0
2005-01-08 18:00:00,3.95,75.3,4.8,34652.0
2005-01-08 19:00:00,6.7,58.5,10.1,34882.0
2005-01-08 20:00:00,3.77,55.5,3.23,34225.0
2005-01-08 21:00:00,3.89,57.9,3.43,33496.0
2005-01-08 22:00:00,1.84,69.5,5.06,32582.0
2005-01-08 23:00:00,-2.41,75.0,8.42,30919.0
2005-01-09 00:00:00,3.11,68.6,5.46,29053.0
2005-01-09 01:00:00,-4.14,75.9,5.36,27307.0
2005-01-09 02:00:00,-1.96,78.7,12.41,26121.0
2005-01-09 03:00:00,-3.56,80.4,1.33,25429.0
2005-01-09 04:00:00,-2.34,75.5,5.61,25203.0
2005-01-09 05:00:00,0.77,68.7,14.2,25250.0
2005-01-09 06:00:00,3.98,75.3,4.96,25749.0
2005-01-09 07:00:00,-2.18,71.1,6.67,26767.0
2005-01-09 08:00:00,1.3,63.6,8.9,27914.0
2005-01-09 09:00:00,-0.65,65.2,10.45,29291.0
2005-01-09 10:00:00,3.25,74.0,2.07,30547.0
2005-01-09 11:00:00,5.9,74.0,1.25,31367.0
2005-01-09 12:00:00,8.47,68.5,5.96,31675.0
2005-01-09 13:00:00,1.89,55.4,5.6,31742.0
2005-01-09 14:00:00,8.97,73.9,5.99,31494.0
2005-01-09 15:00:00,5.29,57.8,1.16,31342.0
2005-01-09 16:00:00,4.55,56.5,0.21,31509.0
2005-01-09 17:00:00,7.36,78.5,6.59,32960.0
2005-01-09 18:00:00,8.12,66.4,4.59,35316.0
2005-01-09 19:00:00,5.47,73.5,2.25,35741.0
2005-01-09 20:00:00,2.03,81.1,2.93,35378.0
2005-01-09 21:00:00,3.47,61.6,2.75,34583.0
2005-01-09 22:00:00,0.88,78.7,3.45,33232.0
2005-01-09 23:00:00,3.24,79.3,1.79,31260.0
2005-01-10 00:00:00,3.66,77.6,9.55,29048.0
2005-01-10 01:00:00,2.86,68.9,6.39,27450.0
2005-01-10 02:00:00,-0.12,72.9,6.91,26649.0
2005-01-10 03:00:00,2.6,71.2,10.44,26330.0
2005-01-10 04:00:00,-2.62,90.1,11.36,26309.0
2005-01-10 05:00:00,4.79,68.4,3.28,27095.0
2005-01-10 06:00:00,-1.6,76.1,8.51,29342.0
2005-01-10 07:00:00,-3.28,61.5,3.41,33280.0
2005-01-10 08:00:00,6.18,70.4,1.59,35580.0
2005-01-10 09:00:00,2.02,76.6,8.6,35570.0
2005-01-10 10:00:00,5.12,56.3,24.14,35500.0
2005-01-10 11:00:00,3.22,81.2,5.59,35435.0
2005-01-10 12:00:00,12.53,78.0,4.76,35033.0
2005-01-10 13:00:00,11.82,69.6,0.38,34534.0
2005-01-10 14:00:00,11.53,66.0,4.15,33960.0
2005-01-10 15:00:00,8.02,68.2,8.54,33350.0
2005-01-10 16:00:00,10.11,59.4,6.51,33340.0
2005-01-10 17:00:00,7.13,68.6,1.83,34413.0
2005-01-10 18:00:00,9.43,73.9,13.07,37472.0
2005-01-10 19:00:00,4.77,69.6,4.69,37848.0
2005-01-10 20:00:00,8.79,60.8,0.81,37333.0
2005-01-10 21:00:00,2.65,74.2,8.02,36488.0
2005-01-10 22:00:00,1.89,75.4,4.59,34776.0
2005-01-10 23:00:00,0.63,59.5,3.35,32391.0
2005-01-11 00:00:00,1.53,78.7,5.92,29282.0
2005-01-11 01:00:00,-0.56,65.9,5.37,27582.0
2005-01-11 02:00:00,1.23,64.4,4.83,26705.0
2005-01-11 03:00:00,-1.33,80.2,5.5,26307.0
2005-01-11 04:00:00,1.99,66.9,6.89,26400.0
2005-01-11 05:00:00,4.2,56.2,4.96,27088.0
2005-01-11 06:00:00,1.24,59.3,4.55,29402.0
2005-01-11 07:00:00,7.42,66.4,4.39,33495.0
2005-01-11 08:00:00,5.66,53.5,11.71,35928.0
2005-01-11 09:00:00,9.22,67.3,6.63,35839.0
2005-01-11 10:00:00,4.76,73.6,3.56,35810.0
2005-01-11 11:00:00,1.72,71.1,6.65,35939.0
2005-01-11 12:00:00,4.94,64.5,12.31,35790.0
2005-01-11 13:00:00,5.83,64.5,3.0,35667.0
2005-01-11 14:00:00,5.35,62.0,4.95,35866.0
2005-01-11 15:00:00,2.38,80.0,5.14,35681.0
2005-01-11 16:00:00,10.3,68.5,3.76,35953.0
2005-01-11 17:00:00,2.69,72.9,5.31,37303.0
2005-01-11 18:00:00,9.02,60.0,1.39,39192.0
2005-01-11 19:00:00,11.34,67.8,6.86,39092.0
2005-01-11 20:00:00,2.96,68.7,1.37,38320.0
2005-01-11 21:00:00,4.84,77.6,11.39,37254.0
2005-01-11 22:00:00,1.84,75.5,6.21,35308.0
2005-01-11 23:00:00,3.94,66.9,2.24,32440.0
2005-01-12 00:00:00,-1.86,66.9,21.13,29746.0
2005-01-12 01:00:00,0.16,77.3,8.88,27676.0
2005-01-12 02:00:00,2.89,67.1,10.94,26635.0
2005-01-12 03:00:00,-0.17,80.0,7.94,26233.0
2005-01-12 04:00:00,-3.98,69.8,3.72,26170.0
2005-01-12 05:00:00,3.59,68.9,6.64,26748.0
2005-01-12 06:00:00,-2.12,77.2,2.64,28850.0
2005-01-12 07:00:00,2.15,73.9,2.83,32812.0
2005-01-12 08:00:00,4.37,71.5,1.27,35202.0
2005-01-12 09:00:00,4.25,60.3,7.02,35359.0
2005-01-12 10:00:00,11.33,51.1,16.59,35354.0
2005-01-12 11:00:00,7.79,71.3,13.0,35530.0
2005-01-12 12:00:00,6.27,70.4,3.49,35289.0
2005-01-12 13:00:00,8.92,69.1,5.32,35037.0
2005-01-12 14:00:00,8.34,74.0,9.56,34849.0
2005-01-12 15:00:00,8.06,69.4,4.82,34506.0
2005-01-12 16:00:00,8.43,62.5,9.76,34539.0
2005-01-12 17:00:00,6.33,66.1,7.15,35639.0
2005-01-12 18:00:00,7.31,55.4,2.55,37713.0
2005-01-12 19:00:00,4.69,68.1,0.95,37695.0
2005-01-12 20:00:00,0.25,81.1,1.97,37051.0
2005-01-12 21:00:00,6.8,60.8,7.04,35964.0
2005-01-12 22:00:00,1.5,76.7,8.77,34245.0
2005-01-12 23:00:00,2.31,61.5,1.74,31491.0
2005-01-13 00:00:00,-0.7,81.4,4.22,28758.0
2005-01-13 01:00:00,-1.26,71.2,11.53,26837.0
2005-01-13 02:00:00,-2.43,66.6,3.77,25718.0
